UV_CACHE_DIR=.uv-cache uv run pytest tests/integration/cognition/test_persona_policy_quantitative.py -s --no-cov
============================= test session starts ==============================
platform darwin -- Python 3.12.13, pytest-8.4.2, pluggy-1.6.0
rootdir: /Users/cassia/Local/Code/iris_memory_core
configfile: pyproject.toml
plugins: cov-7.1.0, anyio-4.15.0
collected 2800 items

tests/integration/cognition/test_persona_policy_quantitative.py W03 locked/0: rejected by locked policy forbids Persona proposals; current unchanged
.W03 bounded_auto/87: accepted at boundary; one Current revision
.W03 bounded_auto/88: accepted at boundary; one Current revision
.W03 bounded_auto/89: accepted at boundary; one Current revision
.W03 bounded_auto/90: accepted at boundary; one Current revision
.W03 bounded_auto/91: accepted at boundary; one Current revision
.W03 bounded_auto/92: accepted at boundary; one Current revision
.W03 bounded_auto/93: accepted at boundary; one Current revision
.W03 bounded_auto/94: accepted at boundary; one Current revision
.W03 bounded_auto/95: accepted at boundary; one Current revision
.W03 bounded_auto/96: accepted at boundary; one Current revision
.W03 bounded_auto/97: accepted at boundary; one Current revision
.W03 bounded_auto/98: accepted at boundary; one Current revision
.W03 bounded_auto/99: accepted at boundary; one Current revision
.W03 bounded_auto/100: accepted at boundary; one Current revision
.W03 bounded_auto/101: accepted at boundary; one Current revision
.W03 bounded_auto/102: accepted at boundary; one Current revision
.W03 bounded_auto/103: accepted at boundary; one Current revision
.W03 bounded_auto/104: accepted at boundary; one Current revision
.W03 bounded_auto/105: accepted at boundary; one Current revision
.W03 bounded_auto/106: accepted at boundary; one Current revision
.W03 bounded_auto/107: accepted at boundary; one Current revision
.W03 bounded_auto/108: accepted at boundary; one Current revision
.W03 bounded_auto/109: accepted at boundary; one Current revision
.W03 bounded_auto/110: accepted at boundary; one Current revision
.W03 bounded_auto/111: accepted at boundary; one Current revision
.W03 bounded_auto/112: accepted at boundary; one Current revision
.W03 bounded_auto/113: accepted at boundary; one Current revision
.W03 bounded_auto/114: accepted at boundary; one Current revision
.W03 bounded_auto/115: accepted at boundary; one Current revision
.W03 bounded_auto/116: accepted at boundary; one Current revision
.W03 bounded_auto/117: accepted at boundary; one Current revision
.W03 bounded_auto/118: accepted at boundary; one Current revision
.W03 bounded_auto/119: accepted at boundary; one Current revision
.W03 bounded_auto/120: accepted at boundary; one Current revision
.W03 bounded_auto/121: accepted at boundary; one Current revision
.W03 bounded_auto/122: accepted at boundary; one Current revision
.W03 bounded_auto/123: accepted at boundary; one Current revision
.W03 bounded_auto/124: accepted at boundary; one Current revision
.W03 bounded_auto/125: accepted at boundary; one Current revision
.W03 bounded_auto/126: accepted at boundary; one Current revision
.W03 bounded_auto/127: accepted at boundary; one Current revision
.W03 bounded_auto/128: accepted at boundary; one Current revision
.W03 bounded_auto/129: accepted at boundary; one Current revision
.W03 bounded_auto/130: accepted at boundary; one Current revision
.W03 bounded_auto/131: accepted at boundary; one Current revision
.W03 bounded_auto/132: accepted at boundary; one Current revision
.W03 bounded_auto/133: accepted at boundary; one Current revision
.W03 bounded_auto/134: accepted at boundary; one Current revision
.W03 bounded_auto/135: accepted at boundary; one Current revision
.W03 bounded_auto/136: accepted at boundary; one Current revision
.W03 bounded_auto/137: accepted at boundary; one Current revision
.W03 bounded_auto/138: accepted at boundary; one Current revision
.W03 bounded_auto/139: accepted at boundary; one Current revision
.W03 bounded_auto/140: accepted at boundary; one Current revision
.W03 bounded_auto/141: accepted at boundary; one Current revision
.W03 bounded_auto/142: accepted at boundary; one Current revision
.W03 bounded_auto/143: accepted at boundary; one Current revision
.W03 bounded_auto/144: accepted at boundary; one Current revision
.W03 bounded_auto/145: accepted at boundary; one Current revision
.W03 bounded_auto/146: accepted at boundary; one Current revision
.W03 bounded_auto/147: accepted at boundary; one Current revision
.W03 bounded_auto/148: accepted at boundary; one Current revision
.W03 bounded_auto/149: accepted at boundary; one Current revision
.W03 bounded_auto/150: accepted at boundary; one Current revision
.W03 bounded_auto/151: accepted at boundary; one Current revision
.W03 bounded_auto/152: accepted at boundary; one Current revision
.W03 bounded_auto/153: accepted at boundary; one Current revision
.W03 bounded_auto/154: accepted at boundary; one Current revision
.W03 bounded_auto/155: accepted at boundary; one Current revision
.W03 bounded_auto/156: accepted at boundary; one Current revision
.W03 bounded_auto/157: accepted at boundary; one Current revision
.W03 bounded_auto/158: accepted at boundary; one Current revision
.W03 bounded_auto/159: accepted at boundary; one Current revision
.W03 bounded_auto/160: accepted at boundary; one Current revision
.W03 bounded_auto/161: accepted at boundary; one Current revision
.W03 bounded_auto/162: accepted at boundary; one Current revision
.W03 bounded_auto/163: accepted at boundary; one Current revision
.W03 bounded_auto/164: accepted at boundary; one Current revision
.W03 bounded_auto/165: accepted at boundary; one Current revision
.W03 bounded_auto/166: accepted at boundary; one Current revision
.W03 bounded_auto/167: accepted at boundary; one Current revision
.W03 bounded_auto/168: accepted at boundary; one Current revision
.W03 bounded_auto/169: accepted at boundary; one Current revision
.W03 bounded_auto/170: accepted at boundary; one Current revision
.W03 bounded_auto/171: accepted at boundary; one Current revision
.W03 bounded_auto/172: accepted at boundary; one Current revision
.W03 bounded_auto/173: accepted at boundary; one Current revision
.W03 bounded_auto/174: accepted at boundary; one Current revision
.W03 bounded_auto/175: accepted at boundary; one Current revision
.W03 bounded_auto/176: accepted at boundary; one Current revision
.W03 bounded_auto/177: accepted at boundary; one Current revision
.W03 bounded_auto/178: accepted at boundary; one Current revision
.W03 bounded_auto/179: accepted at boundary; one Current revision
.W03 bounded_auto/180: accepted at boundary; one Current revision
.W03 bounded_auto/181: accepted at boundary; one Current revision
.W03 bounded_auto/182: accepted at boundary; one Current revision
.W03 bounded_auto/183: accepted at boundary; one Current revision
.W03 bounded_auto/184: accepted at boundary; one Current revision
.W03 bounded_auto/185: accepted at boundary; one Current revision
.W03 bounded_auto/186: accepted at boundary; one Current revision
.W03 bounded_auto/187: accepted at boundary; one Current revision
.W03 bounded_auto/188: accepted at boundary; one Current revision
.W03 bounded_auto/189: accepted at boundary; one Current revision
.W03 bounded_auto/190: accepted at boundary; one Current revision
.W03 bounded_auto/191: accepted at boundary; one Current revision
.W03 bounded_auto/192: accepted at boundary; one Current revision
.W03 bounded_auto/193: accepted at boundary; one Current revision
.W03 bounded_auto/194: accepted at boundary; one Current revision
.W03 bounded_auto/195: accepted at boundary; one Current revision
.W03 bounded_auto/196: accepted at boundary; one Current revision
.W03 bounded_auto/197: accepted at boundary; one Current revision
.W03 bounded_auto/198: accepted at boundary; one Current revision
.W03 bounded_auto/199: accepted at boundary; one Current revision
.W03 allowlist/0: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/1: accepted at boundary; one Current revision
.W03 allowlist/2: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/3: accepted at boundary; one Current revision
.W03 allowlist/4: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/5: accepted at boundary; one Current revision
.W03 allowlist/6: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/7: accepted at boundary; one Current revision
.W03 allowlist/8: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/9: accepted at boundary; one Current revision
.W03 allowlist/10: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/11: accepted at boundary; one Current revision
.W03 allowlist/12: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/13: accepted at boundary; one Current revision
.W03 allowlist/14: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/15: accepted at boundary; one Current revision
.W03 allowlist/16: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/17: accepted at boundary; one Current revision
.W03 allowlist/18: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/19: accepted at boundary; one Current revision
.W03 allowlist/20: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/21: accepted at boundary; one Current revision
.W03 allowlist/22: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/23: accepted at boundary; one Current revision
.W03 allowlist/24: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/25: accepted at boundary; one Current revision
.W03 allowlist/26: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/27: accepted at boundary; one Current revision
.W03 allowlist/28: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/29: accepted at boundary; one Current revision
.W03 allowlist/30: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/31: accepted at boundary; one Current revision
.W03 allowlist/32: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/33: accepted at boundary; one Current revision
.W03 allowlist/34: rejected by outside the policy allowlist; current unchanged
.W03 allowlist/35: accepted at boundary; one Current revision
